exID,pairID,responseID,ground_truth,response3,response5
36,16,2777,Mated,2,3
36,15,2778,Nonmated,2,3
36,52,2779,Mated,2,2
36,37,2780,Nonmated,2,3
36,54,2781,Mated,2,3
10,5,2782,Nonmated,1,1
10,33,2783,Nonmated,2,3
10,42,2784,Mated,3,5
10,57,2785,Nonmated,1,1
10,4,2786,Mated,3,5
10,46,2787,Mated,3,5
10,60,2788,Mated,2,3
10,21,2789,Nonmated,2,3
10,28,2790,Mated,3,5
10,48,2791,Mated,3,5
10,11,2792,Nonmated,1,1
10,18,2793,Mated,3,5
10,15,2794,Nonmated,2,3
10,29,2795,Nonmated,1,1
10,49,2796,Nonmated,1,1
10,36,2797,Mated,3,5
10,59,2798,Nonmated,1,1
10,50,2799,Mated,2,3
10,17,2800,Nonmated,1,1
10,13,2801,Nonmated,2,3
10,24,2802,Mated,2,3
10,53,2803,Nonmated,1,1
10,44,2804,Mated,2,3
10,12,2805,Mated,3,5
10,31,2806,Nonmated,2,3
10,20,2807,Mated,3,5
10,19,2808,Nonmated,1,1
10,3,2809,Nonmated,1,1
10,38,2810,Mated,2,3
10,32,2811,Mated,3,5
10,9,2812,Nonmated,1,1
10,43,2813,Nonmated,1,1
10,27,2814,Nonmated,2,3
10,23,2815,Nonmated,2,2
10,39,2816,Nonmated,2,3
10,26,2817,Mated,3,5
10,2,2818,Mated,2,3
10,34,2819,Mated,3,5
10,16,2820,Mated,3,5
10,35,2821,Nonmated,1,1
10,52,2822,Mated,3,5
10,6,2823,Mated,2,4
10,45,2824,Nonmated,2,3
10,8,2825,Mated,3,5
10,10,2826,Mated,2,3
10,41,2827,Nonmated,1,1
10,54,2828,Mated,3,5
10,55,2829,Nonmated,1,1
10,40,2830,Mated,3,5
10,47,2831,Nonmated,2,3
10,7,2832,Nonmated,2,2
10,25,2833,Nonmated,2,3
4,57,2834,Nonmated,1,1
4,29,2835,Nonmated,1,1
4,30,2836,Mated,3,5
4,10,2837,Mated,2,3
4,24,2838,Mated,2,3
4,13,2839,Nonmated,2,3
4,39,2840,Nonmated,2,3
4,51,2841,Nonmated,1,1
4,50,2842,Mated,2,3
4,31,2843,Nonmated,2,3
4,7,2844,Nonmated,2,3
4,17,2845,Nonmated,2,3
4,16,2846,Mated,3,5
4,55,2847,Nonmated,1,1
4,14,2848,Mated,2,3
4,37,2849,Nonmated,2,3
4,59,2850,Nonmated,2,2
4,23,2851,Nonmated,2,2
4,4,2852,Mated,3,5
4,54,2853,Mated,2,3
4,15,2854,Nonmated,2,3
4,22,2855,Mated,2,3
4,33,2856,Nonmated,2,3
4,48,2857,Mated,2,4
4,19,2858,Nonmated,2,2
4,44,2859,Mated,2,4
4,18,2860,Mated,3,5
4,3,2861,Nonmated,2,3
4,12,2862,Mated,2,3
4,21,2863,Nonmated,2,3
4,56,2864,Mated,2,3
4,45,2865,Nonmated,2,3
4,38,2866,Mated,2,3
4,25,2867,Nonmated,2,3
4,1,2868,Nonmated,2,3
4,5,2869,Nonmated,2,3
4,41,2870,Nonmated,2,3
4,2,2871,Mated,2,3
4,52,2872,Mated,3,5
4,9,2873,Nonmated,2,3
4,26,2874,Mated,2,3
4,28,2875,Mated,3,5
4,32,2876,Mated,2,3
4,6,2877,Mated,2,3
4,43,2878,Nonmated,1,1
4,34,2879,Mated,2,3
4,11,2880,Nonmated,2,3
15,22,2881,Mated,2,3
15,32,2882,Mated,2,4
15,24,2883,Mated,2,3
15,48,2884,Mated,2,3
15,38,2885,Mated,2,3
15,59,2886,Nonmated,1,1
15,56,2887,Mated,2,4
15,16,2888,Mated,2,4
15,29,2889,Nonmated,1,1
15,36,2890,Mated,3,5
15,14,2891,Mated,2,2
15,5,2892,Nonmated,1,1
15,44,2893,Mated,2,3
15,51,2894,Nonmated,1,1
15,57,2895,Nonmated,1,1
15,34,2896,Mated,2,3
15,18,2897,Mated,3,5
15,9,2898,Nonmated,2,3
15,23,2899,Nonmated,2,3
15,35,2900,Nonmated,1,1
15,11,2901,Nonmated,2,3
15,37,2902,Nonmated,2,3
15,13,2903,Nonmated,2,3
15,26,2904,Mated,2,4
15,33,2905,Nonmated,2,3
15,28,2906,Mated,2,3
15,60,2907,Mated,2,3
15,55,2908,Nonmated,1,1
15,41,2909,Nonmated,2,3
15,58,2910,Mated,3,5
15,40,2911,Mated,2,3
15,8,2912,Mated,2,4
15,4,2913,Mated,2,3
45,11,2914,Nonmated,1,1
45,20,2915,Mated,3,5
45,9,2916,Nonmated,1,1
45,14,2917,Mated,2,4
45,27,2918,Nonmated,2,3
45,56,2919,Mated,2,3
45,33,2920,Nonmated,2,3
45,55,2921,Nonmated,1,1
45,48,2922,Mated,2,3
45,37,2923,Nonmated,2,3
45,10,2924,Mated,2,3
45,54,2925,Mated,2,3
45,29,2926,Nonmated,1,1
45,60,2927,Mated,2,3
45,4,2928,Mated,2,4
45,28,2929,Mated,3,5
45,24,2930,Mated,2,3
45,32,2931,Mated,2,3
45,45,2932,Nonmated,2,3
45,18,2933,Mated,3,5
45,58,2934,Mated,3,5
45,50,2935,Mated,2,3
45,2,2936,Mated,2,3
15,31,2937,Nonmated,2,2
15,27,2938,Nonmated,2,3
15,6,2939,Mated,2,3
15,46,2940,Mated,2,4
15,12,2941,Mated,2,2
15,45,2942,Nonmated,2,2
15,20,2943,Mated,3,5
15,42,2944,Mated,1,1
15,39,2945,Nonmated,2,3
15,3,2946,Nonmated,1,1
15,10,2947,Mated,2,3
15,19,2948,Nonmated,1,1
15,53,2949,Nonmated,2,2
15,2,2950,Mated,2,3
15,17,2951,Nonmated,2,2
15,21,2952,Nonmated,2,3
15,49,2953,Nonmated,2,3
15,7,2954,Nonmated,2,2
15,15,2955,Nonmated,2,3
15,43,2956,Nonmated,1,1
15,1,2957,Nonmated,2,2
15,47,2958,Nonmated,2,2
15,52,2959,Mated,3,5
15,25,2960,Nonmated,2,3
15,30,2961,Mated,2,4
15,50,2962,Mated,2,3
15,54,2963,Mated,2,3
7,20,2964,Mated,3,5
7,56,2965,Mated,2,3
7,13,2966,Nonmated,2,3
7,9,2967,Nonmated,2,2
7,60,2968,Mated,2,3
7,41,2969,Nonmated,1,1
7,29,2970,Nonmated,1,1
7,39,2971,Nonmated,2,3
7,22,2972,Mated,2,3
7,28,2973,Mated,3,5
7,49,2974,Nonmated,2,3
7,7,2975,Nonmated,2,3
7,46,2976,Mated,2,4
7,5,2977,Nonmated,1,1
7,50,2978,Mated,2,3
7,33,2979,Nonmated,2,3
7,21,2980,Nonmated,2,3
7,34,2981,Mated,3,5
7,43,2982,Nonmated,1,1
7,19,2983,Nonmated,2,2
7,38,2984,Mated,2,3
7,51,2985,Nonmated,1,1
7,10,2986,Mated,2,3
7,27,2987,Nonmated,2,3
7,36,2988,Mated,3,5
7,15,2989,Nonmated,2,3
7,47,2990,Nonmated,2,3
7,12,2991,Mated,2,2
7,24,2992,Mated,2,4
7,30,2993,Mated,3,5
7,59,2994,Nonmated,1,1
7,17,2995,Nonmated,1,1
7,48,2996,Mated,2,4
7,3,2997,Nonmated,1,1
7,32,2998,Mated,3,5
7,26,2999,Mated,2,3
7,45,3000,Nonmated,2,3
7,54,3001,Mated,3,5
7,11,3002,Nonmated,1,1
7,4,3003,Mated,3,5
7,57,3004,Nonmated,1,1
7,16,3005,Mated,3,5
7,18,3006,Mated,3,5
25,33,3007,Nonmated,2,3
25,50,3008,Mated,2,3
25,36,3009,Mated,3,5
25,47,3010,Nonmated,2,3
25,23,3011,Nonmated,2,3
25,53,3012,Nonmated,2,3
25,56,3013,Mated,2,3
25,5,3014,Nonmated,2,3
25,9,3015,Nonmated,2,3
8,41,3016,Nonmated,2,3
8,9,3017,Nonmated,2,3
8,31,3018,Nonmated,1,1
8,17,3019,Nonmated,2,2
8,11,3020,Nonmated,1,1
8,12,3021,Mated,2,3
8,33,3022,Nonmated,2,3
8,20,3023,Mated,3,5
8,21,3024,Nonmated,2,3
8,38,3025,Mated,2,3
8,13,3026,Nonmated,2,3
8,53,3027,Nonmated,2,4
8,49,3028,Nonmated,2,2
8,23,3029,Nonmated,2,2
8,4,3030,Mated,3,5
8,44,3031,Mated,2,3
8,2,3032,Mated,1,1
8,15,3033,Nonmated,2,3
8,7,3034,Nonmated,2,3
25,2,3035,Mated,2,3
25,38,3036,Mated,2,3
25,44,3037,Mated,2,3
25,51,3038,Nonmated,1,1
25,6,3039,Mated,2,3
25,58,3040,Mated,3,5
25,49,3041,Nonmated,2,3
25,20,3042,Mated,3,5
25,39,3043,Nonmated,2,3
25,43,3044,Nonmated,1,1
25,52,3045,Mated,3,5
5,33,3046,Nonmated,2,3
29,53,3047,Nonmated,2,3
29,18,3048,Mated,3,5
29,28,3049,Mated,3,5
29,49,3050,Nonmated,1,1
5,34,3051,Mated,3,5
5,13,3052,Nonmated,2,2
5,22,3053,Mated,2,3
5,55,3054,Nonmated,1,1
5,30,3055,Mated,3,5
5,47,3056,Nonmated,2,4
5,56,3057,Mated,2,3
5,54,3058,Mated,3,5
5,45,3059,Nonmated,2,3
5,28,3060,Mated,3,5
5,58,3061,Mated,3,5
5,60,3062,Mated,2,3
29,35,3063,Nonmated,1,1
29,44,3064,Mated,2,2
5,41,3065,Nonmated,1,1
5,20,3066,Mated,3,5
5,44,3067,Mated,3,5
5,50,3068,Mated,2,3
5,51,3069,Nonmated,1,1
5,18,3070,Mated,3,5
5,8,3071,Mated,3,5
5,9,3072,Nonmated,1,1
29,16,3073,Mated,3,5
29,7,3074,Nonmated,2,3
5,37,3075,Nonmated,2,3
29,52,3076,Mated,2,3
5,4,3077,Mated,3,5
5,32,3078,Mated,2,4
5,23,3079,Nonmated,2,3
5,24,3080,Mated,2,4
5,25,3081,Nonmated,2,2
5,31,3082,Nonmated,1,1
29,19,3083,Nonmated,2,3
5,57,3084,Nonmated,1,1
29,48,3085,Mated,2,3
5,40,3086,Mated,2,3
29,57,3087,Nonmated,1,1
5,7,3088,Nonmated,1,1
29,15,3089,Nonmated,2,3
29,51,3090,Nonmated,1,1
5,48,3091,Mated,2,3
5,43,3092,Nonmated,1,1
5,15,3093,Nonmated,2,3
5,26,3094,Mated,2,4
5,36,3095,Mated,3,5
5,38,3096,Mated,2,3
5,1,3097,Nonmated,2,3
5,2,3098,Mated,2,3
5,29,3099,Nonmated,1,1
29,11,3100,Nonmated,1,1
29,32,3101,Mated,2,2
29,46,3102,Mated,2,3
29,54,3103,Mated,3,5
29,39,3104,Nonmated,2,3
29,36,3105,Mated,3,5
29,50,3106,Mated,2,3
29,12,3107,Mated,2,3
29,20,3108,Mated,3,5
29,59,3109,Nonmated,2,2
29,26,3110,Mated,2,4
29,5,3111,Nonmated,2,2
29,17,3112,Nonmated,1,1
29,9,3113,Nonmated,2,2
29,30,3114,Mated,3,5
29,3,3115,Nonmated,1,1
29,60,3116,Mated,3,5
29,56,3117,Mated,2,3
29,21,3118,Nonmated,2,3
29,43,3119,Nonmated,1,1
29,47,3120,Nonmated,2,3
29,25,3121,Nonmated,2,2
29,13,3122,Nonmated,2,2
29,14,3123,Mated,3,5
29,27,3124,Nonmated,2,3
29,33,3125,Nonmated,2,2
29,8,3126,Mated,3,5
29,29,3127,Nonmated,1,1
29,4,3128,Mated,3,5
29,37,3129,Nonmated,2,3
29,22,3130,Mated,2,3
29,34,3131,Mated,2,2
29,24,3132,Mated,2,3
29,42,3133,Mated,3,5
29,31,3134,Nonmated,2,3
29,6,3135,Mated,2,3
29,1,3136,Nonmated,2,2
29,38,3137,Mated,2,3
29,45,3138,Nonmated,2,2
29,40,3139,Mated,2,3
29,23,3140,Nonmated,2,3
29,10,3141,Mated,2,2
29,58,3142,Mated,2,4
29,41,3143,Nonmated,1,1
29,2,3144,Mated,2,4
36,9,3145,Nonmated,1,1
36,30,3146,Mated,3,5
36,18,3147,Mated,3,5
36,22,3148,Mated,2,3
36,48,3149,Mated,2,4
36,36,3150,Mated,2,2
36,17,3151,Nonmated,1,1
36,53,3152,Nonmated,1,1
36,20,3153,Mated,3,5
36,41,3154,Nonmated,2,3
36,4,3155,Mated,2,3
36,35,3156,Nonmated,1,1
36,51,3157,Nonmated,1,1
36,42,3158,Mated,1,1
36,50,3159,Mated,2,3
36,46,3160,Mated,3,5
36,11,3161,Nonmated,1,1
36,28,3162,Mated,2,4
36,45,3163,Nonmated,2,2
36,6,3164,Mated,1,1
36,60,3165,Mated,3,5
36,39,3166,Nonmated,2,3
36,8,3167,Mated,3,5
36,31,3168,Nonmated,2,2
36,38,3169,Mated,2,3
36,1,3170,Nonmated,2,3
2,6,3171,Mated,2,4
58,16,3172,Mated,3,5
58,44,3173,Mated,2,3
58,29,3174,Nonmated,1,1
58,8,3175,Mated,3,5
58,52,3176,Mated,3,5
58,22,3177,Mated,2,3
58,25,3178,Nonmated,1,1
58,2,3179,Mated,1,1
58,10,3180,Mated,2,3
58,26,3181,Mated,2,2
58,17,3182,Nonmated,1,1
58,18,3183,Mated,3,5
58,27,3184,Nonmated,2,3
58,31,3185,Nonmated,1,1
58,15,3186,Nonmated,2,2
58,46,3187,Mated,2,4
58,39,3188,Nonmated,2,3
58,36,3189,Mated,3,5
58,4,3190,Mated,3,5
58,53,3191,Nonmated,2,2
58,32,3192,Mated,3,5
58,7,3193,Nonmated,2,3
58,30,3194,Mated,3,5
58,47,3195,Nonmated,2,3
58,56,3196,Mated,1,1
58,3,3197,Nonmated,1,1
58,60,3198,Mated,2,4
58,49,3199,Nonmated,1,1
58,55,3200,Nonmated,1,1
58,58,3201,Mated,3,5
58,6,3202,Mated,2,3
58,11,3203,Nonmated,1,1
58,28,3204,Mated,2,4
58,40,3205,Mated,2,4
58,43,3206,Nonmated,1,1
58,48,3207,Mated,2,3
58,5,3208,Nonmated,2,2
58,59,3209,Nonmated,2,3
58,19,3210,Nonmated,2,3
58,41,3211,Nonmated,1,1
58,37,3212,Nonmated,1,1
58,24,3213,Mated,2,2
58,1,3214,Nonmated,2,2
58,13,3215,Nonmated,2,2
58,51,3216,Nonmated,1,1
58,12,3217,Mated,2,3
58,20,3218,Mated,3,5
58,50,3219,Mated,2,3
58,42,3220,Mated,3,5
58,33,3221,Nonmated,2,4
58,23,3222,Nonmated,2,3
58,57,3223,Nonmated,1,1
58,38,3224,Mated,2,3
58,21,3225,Nonmated,2,3
58,9,3226,Nonmated,2,2
58,14,3227,Mated,1,1
58,35,3228,Nonmated,1,1
58,54,3229,Mated,2,3
58,34,3230,Mated,2,3
58,45,3231,Nonmated,2,3
59,33,3232,Nonmated,2,3
59,20,3233,Mated,3,5
59,43,3234,Nonmated,1,1
59,7,3235,Nonmated,2,2
59,19,3236,Nonmated,2,2
59,13,3237,Nonmated,2,2
59,38,3238,Mated,2,3
59,56,3239,Mated,2,2
59,46,3240,Mated,2,2
59,18,3241,Mated,3,5
59,17,3242,Nonmated,2,3
59,48,3243,Mated,2,3
59,53,3244,Nonmated,1,1
59,27,3245,Nonmated,1,1
59,24,3246,Mated,2,3
59,36,3247,Mated,2,3
59,9,3248,Nonmated,1,1
59,44,3249,Mated,2,3
59,47,3250,Nonmated,2,2
59,34,3251,Mated,2,3
59,40,3252,Mated,2,3
59,8,3253,Mated,2,4
59,5,3254,Nonmated,2,3
59,57,3255,Nonmated,1,1
59,37,3256,Nonmated,1,1
59,10,3257,Mated,1,1
59,4,3258,Mated,2,3
59,41,3259,Nonmated,1,1
59,32,3260,Mated,2,3
59,23,3261,Nonmated,2,3
59,6,3262,Mated,2,4
59,31,3263,Nonmated,2,3
59,11,3264,Nonmated,2,3
59,30,3265,Mated,3,5
59,60,3266,Mated,2,3
59,51,3267,Nonmated,1,1
59,21,3268,Nonmated,2,3
59,26,3269,Mated,2,3
59,49,3270,Nonmated,1,1
59,3,3271,Nonmated,1,1
59,29,3272,Nonmated,1,1
59,22,3273,Mated,2,2
59,28,3274,Mated,2,3
59,16,3275,Mated,3,5
59,45,3276,Nonmated,2,3
59,1,3277,Nonmated,2,2
59,42,3278,Mated,3,5
59,2,3279,Mated,1,1
59,14,3280,Mated,2,3
59,55,3281,Nonmated,1,1
59,25,3282,Nonmated,2,3
59,15,3283,Nonmated,2,3
59,39,3284,Nonmated,2,3
59,52,3285,Mated,2,4
59,58,3286,Mated,2,2
59,59,3287,Nonmated,1,1
59,12,3288,Mated,2,3
59,35,3289,Nonmated,1,1
59,50,3290,Mated,1,1
59,54,3291,Mated,3,5
63,7,3292,Nonmated,2,3
63,60,3293,Mated,2,3
63,51,3294,Nonmated,1,1
63,24,3295,Mated,2,3
63,8,3296,Mated,3,5
63,38,3297,Mated,2,3
63,23,3298,Nonmated,2,3
63,15,3299,Nonmated,2,3
63,45,3300,Nonmated,2,3
63,14,3301,Mated,2,3
63,41,3302,Nonmated,2,3
62,46,3303,Mated,2,3
62,15,3304,Nonmated,2,3
62,39,3305,Nonmated,2,3
62,31,3306,Nonmated,2,3
62,45,3307,Nonmated,1,1
62,38,3308,Mated,2,2
62,35,3309,Nonmated,1,1
62,20,3310,Mated,3,5
62,34,3311,Mated,3,5
62,58,3312,Mated,3,5
62,30,3313,Mated,3,5
62,37,3314,Nonmated,2,3
62,17,3315,Nonmated,2,3
62,48,3316,Mated,2,4
62,60,3317,Mated,2,3
62,16,3318,Mated,2,3
62,53,3319,Nonmated,2,2
62,21,3320,Nonmated,2,3
62,10,3321,Mated,2,3
62,8,3322,Mated,3,5
62,18,3323,Mated,3,5
62,49,3324,Nonmated,2,3
62,2,3325,Mated,1,1
62,36,3326,Mated,3,5
62,4,3327,Mated,3,5
62,50,3328,Mated,2,3
62,33,3329,Nonmated,2,3
62,11,3330,Nonmated,1,1
62,55,3331,Nonmated,1,1
62,13,3332,Nonmated,1,1
62,14,3333,Mated,3,5
62,1,3334,Nonmated,2,2
62,40,3335,Mated,2,3
62,52,3336,Mated,3,5
62,56,3337,Mated,1,1
62,27,3338,Nonmated,2,2
66,20,3339,Mated,3,5
66,27,3340,Nonmated,2,3
66,45,3341,Nonmated,2,3
66,37,3342,Nonmated,2,3
66,32,3343,Mated,3,5
66,22,3344,Mated,2,3
70,39,3345,Nonmated,2,3
70,49,3346,Nonmated,2,2
66,28,3347,Mated,3,5
66,7,3348,Nonmated,2,3
66,8,3349,Mated,3,5
70,14,3350,Mated,3,5
66,30,3351,Mated,3,5
70,26,3352,Mated,2,3
70,33,3353,Nonmated,2,2
70,31,3354,Nonmated,2,3
70,13,3355,Nonmated,2,3
70,56,3356,Mated,2,3
70,15,3357,Nonmated,2,3
70,44,3358,Mated,2,4
70,58,3359,Mated,3,5
70,12,3360,Mated,2,3
70,52,3361,Mated,3,5
70,6,3362,Mated,2,3
70,30,3363,Mated,3,5
68,60,3364,Mated,3,5
68,44,3365,Mated,3,5
68,43,3366,Nonmated,1,1
68,13,3367,Nonmated,1,1
68,55,3368,Nonmated,1,1
68,33,3369,Nonmated,2,3
68,8,3370,Mated,3,5
68,7,3371,Nonmated,2,3
68,30,3372,Mated,3,5
68,19,3373,Nonmated,1,1
68,48,3374,Mated,2,3
68,41,3375,Nonmated,1,1
68,26,3376,Mated,1,1
68,54,3377,Mated,3,5
68,22,3378,Mated,2,3
68,56,3379,Mated,2,2
65,41,3380,Nonmated,1,1
68,20,3381,Mated,3,5
68,29,3382,Nonmated,1,1
68,17,3383,Nonmated,2,4
68,53,3384,Nonmated,1,1
68,6,3385,Mated,2,4
68,1,3386,Nonmated,2,3
68,35,3387,Nonmated,1,1
68,51,3388,Nonmated,1,1
68,3,3389,Nonmated,1,1
68,4,3390,Mated,3,5
68,27,3391,Nonmated,2,3
68,14,3392,Mated,3,5
68,32,3393,Mated,3,5
68,12,3394,Mated,2,3
68,2,3395,Mated,2,3
68,49,3396,Nonmated,1,1
68,28,3397,Mated,3,5
68,23,3398,Nonmated,2,2
68,40,3399,Mated,2,4
68,39,3400,Nonmated,2,3
68,11,3401,Nonmated,1,1
68,42,3402,Mated,3,5
68,36,3403,Mated,3,5
66,18,3404,Mated,3,5
68,16,3405,Mated,3,5
68,57,3406,Nonmated,1,1
68,47,3407,Nonmated,2,3
68,24,3408,Mated,2,3
68,10,3409,Mated,2,3
68,37,3410,Nonmated,2,3
68,5,3411,Nonmated,2,2
66,58,3412,Mated,2,3
66,44,3413,Mated,2,3
68,34,3414,Mated,2,4
66,23,3415,Nonmated,2,3
68,21,3416,Nonmated,2,2
68,9,3417,Nonmated,1,1
68,45,3418,Nonmated,2,3
68,52,3419,Mated,3,5
68,25,3420,Nonmated,1,1
68,18,3421,Mated,3,5
66,36,3422,Mated,2,3
68,15,3423,Nonmated,2,3
64,45,3424,Nonmated,1,1
66,47,3425,Nonmated,2,2
68,50,3426,Mated,2,2
66,3,3427,Nonmated,2,3
64,58,3428,Mated,3,5
64,29,3429,Nonmated,1,1
68,58,3430,Mated,3,5
66,10,3431,Mated,2,3
68,38,3432,Mated,2,3
64,50,3433,Mated,2,3
66,24,3434,Mated,2,3
68,31,3435,Nonmated,1,1
64,7,3436,Nonmated,2,3
68,46,3437,Mated,2,3
64,41,3438,Nonmated,1,1
68,59,3439,Nonmated,1,1
66,59,3440,Nonmated,2,2
66,51,3441,Nonmated,1,1
64,31,3442,Nonmated,2,3
64,37,3443,Nonmated,1,1
64,6,3444,Mated,2,3
64,18,3445,Mated,3,5
64,48,3446,Mated,2,4
64,30,3447,Mated,3,5
64,25,3448,Nonmated,1,1
64,12,3449,Mated,2,2
64,35,3450,Nonmated,1,1
64,38,3451,Mated,2,2
64,40,3452,Mated,1,1
64,46,3453,Mated,2,4
64,5,3454,Nonmated,1,1
64,10,3455,Mated,2,3
64,60,3456,Mated,2,3
64,43,3457,Nonmated,1,1
64,28,3458,Mated,2,3
64,19,3459,Nonmated,2,3
64,55,3460,Nonmated,1,1
64,1,3461,Nonmated,1,1
64,52,3462,Mated,2,3
64,2,3463,Mated,2,3
64,49,3464,Nonmated,1,1
64,44,3465,Mated,3,5
64,54,3466,Mated,3,5
64,24,3467,Mated,1,1
64,42,3468,Mated,3,5
64,27,3469,Nonmated,2,3
64,23,3470,Nonmated,1,1
64,33,3471,Nonmated,2,3
64,11,3472,Nonmated,1,1
64,3,3473,Nonmated,2,2
64,39,3474,Nonmated,2,3
64,36,3475,Mated,3,5
64,16,3476,Mated,3,5
64,34,3477,Mated,3,5
64,17,3478,Nonmated,1,1
64,51,3479,Nonmated,1,1
64,59,3480,Nonmated,2,2
64,13,3481,Nonmated,2,3
64,47,3482,Nonmated,2,2
64,20,3483,Mated,3,5
64,14,3484,Mated,3,5
64,32,3485,Mated,2,3
64,56,3486,Mated,2,3
64,15,3487,Nonmated,2,3
64,9,3488,Nonmated,1,1
64,4,3489,Mated,3,5
64,53,3490,Nonmated,2,2
64,57,3491,Nonmated,1,1
64,22,3492,Mated,2,3
64,8,3493,Mated,3,5
64,21,3494,Nonmated,2,3
64,26,3495,Mated,2,3
67,29,3496,Nonmated,1,1
67,2,3497,Mated,2,3
67,9,3498,Nonmated,2,3
67,57,3499,Nonmated,1,1
67,45,3500,Nonmated,2,3
67,17,3501,Nonmated,2,2
67,5,3502,Nonmated,2,3
67,56,3503,Mated,2,3
67,49,3504,Nonmated,2,3
67,44,3505,Mated,2,3
67,30,3506,Mated,3,5
67,42,3507,Mated,3,5
67,48,3508,Mated,2,3
67,16,3509,Mated,2,3
67,52,3510,Mated,1,1
67,59,3511,Nonmated,2,3
67,26,3512,Mated,2,3
67,25,3513,Nonmated,2,3
67,35,3514,Nonmated,1,1
67,60,3515,Mated,3,5
67,53,3516,Nonmated,1,1
67,47,3517,Nonmated,2,3
67,24,3518,Mated,2,3
67,13,3519,Nonmated,2,3
67,20,3520,Mated,3,5
67,43,3521,Nonmated,1,1
67,1,3522,Nonmated,2,3
67,39,3523,Nonmated,2,3
67,18,3524,Mated,3,5
67,36,3525,Mated,3,5
67,6,3526,Mated,2,3
67,40,3527,Mated,2,3
67,12,3528,Mated,2,3
67,31,3529,Nonmated,1,1
67,38,3530,Mated,2,3
67,41,3531,Nonmated,1,1
67,15,3532,Nonmated,2,3
67,14,3533,Mated,3,5
67,50,3534,Mated,2,3
67,55,3535,Nonmated,1,1
67,27,3536,Nonmated,2,3
67,46,3537,Mated,2,3
67,23,3538,Nonmated,2,3
67,8,3539,Mated,3,5
67,3,3540,Nonmated,2,3
67,28,3541,Mated,2,3
67,33,3542,Nonmated,2,3
67,10,3543,Mated,2,3
67,34,3544,Mated,3,5
67,21,3545,Nonmated,2,2
65,37,3546,Nonmated,2,2
67,4,3547,Mated,3,5
67,11,3548,Nonmated,1,1
67,19,3549,Nonmated,2,3
67,51,3550,Nonmated,1,1
67,7,3551,Nonmated,2,3
67,58,3552,Mated,3,5
67,54,3553,Mated,2,3
67,32,3554,Mated,2,4
65,59,3555,Nonmated,2,3
67,37,3556,Nonmated,2,2
67,22,3557,Mated,2,3
65,32,3558,Mated,3,5
66,1,3559,Nonmated,2,3
66,43,3560,Nonmated,1,1
66,57,3561,Nonmated,1,1
66,41,3562,Nonmated,2,3
66,50,3563,Mated,2,3
66,46,3564,Mated,2,3
66,4,3565,Mated,3,5
66,49,3566,Nonmated,2,3
70,43,3567,Nonmated,1,1
70,4,3568,Mated,3,5
70,41,3569,Nonmated,2,3
70,2,3570,Mated,2,3
70,3,3571,Nonmated,2,2
70,20,3572,Mated,3,5
70,47,3573,Nonmated,2,3
70,8,3574,Mated,3,5
70,16,3575,Mated,3,5
70,50,3576,Mated,2,3
70,22,3577,Mated,2,3
70,48,3578,Mated,3,5
70,60,3579,Mated,3,5
70,53,3580,Nonmated,2,2
70,21,3581,Nonmated,2,3
70,27,3582,Nonmated,2,3
70,40,3583,Mated,3,5
70,29,3584,Nonmated,1,1
66,17,3585,Nonmated,1,1
66,40,3586,Mated,2,2
66,13,3587,Nonmated,2,3
70,28,3588,Mated,3,5
66,55,3589,Nonmated,1,1
66,38,3590,Mated,2,3
66,60,3591,Mated,2,4
66,15,3592,Nonmated,2,3
66,25,3593,Nonmated,2,2
66,48,3594,Mated,2,3
70,32,3595,Mated,3,5
66,9,3596,Nonmated,1,1
70,42,3597,Mated,3,5
70,7,3598,Nonmated,2,3
70,51,3599,Nonmated,1,1
66,42,3600,Mated,3,5
66,29,3601,Nonmated,1,1
70,59,3602,Nonmated,2,2
66,11,3603,Nonmated,2,3
70,24,3604,Mated,2,4
66,33,3605,Nonmated,2,3
66,53,3606,Nonmated,2,3
66,21,3607,Nonmated,2,3
70,23,3608,Nonmated,2,3
70,57,3609,Nonmated,1,1
70,45,3610,Nonmated,2,3
70,19,3611,Nonmated,2,3
70,35,3612,Nonmated,1,1
70,55,3613,Nonmated,1,1
70,1,3614,Nonmated,2,2
70,17,3615,Nonmated,2,3
70,25,3616,Nonmated,1,1
70,11,3617,Nonmated,1,1
70,36,3618,Mated,3,5
70,9,3619,Nonmated,1,1
70,38,3620,Mated,2,3
70,34,3621,Mated,2,3
70,18,3622,Mated,3,5
70,46,3623,Mated,2,3
70,5,3624,Nonmated,2,3
70,54,3625,Mated,3,5
70,10,3626,Mated,2,3
70,37,3627,Nonmated,2,2
71,12,3628,Mated,1,1
71,46,3629,Mated,2,3
71,51,3630,Nonmated,1,1
71,33,3631,Nonmated,2,3
71,13,3632,Nonmated,1,1
71,34,3633,Mated,2,3
71,42,3634,Mated,3,5
71,38,3635,Mated,2,3
71,20,3636,Mated,3,5
71,40,3637,Mated,2,4
71,35,3638,Nonmated,1,1
71,16,3639,Mated,3,5
71,9,3640,Nonmated,1,1
71,26,3641,Mated,3,5
71,57,3642,Nonmated,1,1
71,32,3643,Mated,2,3
71,30,3644,Mated,3,5
71,58,3645,Mated,3,5
71,5,3646,Nonmated,2,3
71,11,3647,Nonmated,1,1
71,24,3648,Mated,2,3
71,55,3649,Nonmated,1,1
